acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,aug3_type,aug3_magnitude,portion,sample_no,mean_late_val_acc,epoch
0.546,1.253,0.513,1.509,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.492,43
0.555,1.23,0.468,1.543,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.492,44
0.561,1.241,0.492,1.466,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.492,45
0.568,1.224,0.439,1.735,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.492,46
0.59,1.18,0.477,1.479,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.492,47
0.588,1.173,0.441,1.84,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.492,48
0.587,1.194,0.477,1.557,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.492,49
0.588,1.173,0.49,1.523,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.492,50
0.105,2.311,0.118,2.292,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,1
0.134,2.284,0.198,2.216,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,2
0.17,2.224,0.205,2.131,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,3
0.191,2.144,0.16,2.252,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,4
0.229,2.073,0.278,1.959,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,5
0.256,1.994,0.294,1.934,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,6
0.254,1.98,0.328,1.815,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,7
0.278,1.934,0.263,2.101,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,8
0.281,1.9,0.379,1.721,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,9
0.313,1.86,0.373,1.729,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,10
0.324,1.828,0.373,1.709,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,11
0.326,1.816,0.379,1.752,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,12
0.342,1.759,0.252,2.41,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,13
0.369,1.752,0.433,1.57,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,14
0.375,1.703,0.403,1.633,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,15
0.366,1.706,0.41,1.661,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,16
0.392,1.67,0.416,1.661,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,17
0.405,1.659,0.443,1.555,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,18
0.417,1.613,0.408,1.714,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,19
0.413,1.585,0.415,1.646,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,20
0.444,1.567,0.43,1.565,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,21
0.446,1.534,0.445,1.522,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,22
0.444,1.534,0.413,1.689,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,23
0.444,1.523,0.457,1.577,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,24
0.452,1.513,0.443,1.579,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,25
0.47,1.472,0.451,1.502,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,26
0.472,1.483,0.456,1.568,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,27
0.481,1.453,0.461,1.476,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,28
0.495,1.415,0.45,1.625,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,29
0.504,1.397,0.467,1.503,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,30
0.515,1.367,0.454,1.527,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,31
0.492,1.399,0.472,1.492,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,32
0.527,1.331,0.479,1.583,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,33
0.531,1.335,0.489,1.479,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,34
0.528,1.318,0.452,1.603,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,35
0.543,1.287,0.483,1.503,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,36
0.539,1.27,0.476,1.563,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,37
0.533,1.284,0.443,1.77,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,38
0.552,1.221,0.476,1.543,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,39
0.561,1.225,0.488,1.549,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,40
0.562,1.222,0.462,1.559,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,41
0.56,1.227,0.505,1.47,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,42
0.577,1.19,0.502,1.523,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,43
0.572,1.175,0.477,1.565,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,44
0.598,1.125,0.487,1.478,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,45
0.604,1.121,0.491,1.568,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,46
0.593,1.13,0.502,1.54,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,47
0.591,1.12,0.484,1.632,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,48
0.605,1.107,0.469,1.624,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,49
0.603,1.093,0.502,1.53,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.48,50
0.118,2.311,0.169,2.282,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,1
0.143,2.259,0.126,2.233,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,2
0.16,2.224,0.223,2.086,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,3
0.198,2.144,0.298,2.081,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,4
0.229,2.066,0.246,2.045,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,5
0.239,2.036,0.227,2.018,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,6
0.267,1.969,0.213,2.092,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,7
0.278,1.926,0.356,1.782,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,8
0.292,1.89,0.353,1.81,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,9
0.296,1.874,0.307,1.842,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,10
0.312,1.822,0.392,1.66,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,11
0.333,1.796,0.338,1.834,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,12
0.339,1.8,0.403,1.631,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,13
0.345,1.76,0.374,1.724,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,14
0.37,1.748,0.424,1.582,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,15
0.359,1.72,0.417,1.613,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,16
0.393,1.699,0.414,1.551,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,17
0.386,1.686,0.388,1.707,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,18
0.402,1.643,0.418,1.541,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,19
0.39,1.651,0.452,1.549,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,20
0.405,1.619,0.432,1.536,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,21
0.411,1.588,0.399,1.671,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,22
0.428,1.564,0.414,1.61,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,23
0.438,1.564,0.445,1.464,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,24
0.445,1.538,0.433,1.497,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,25
0.465,1.522,0.452,1.483,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,26
0.471,1.489,0.364,1.76,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,27
0.469,1.47,0.4,1.626,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,28
0.469,1.457,0.444,1.497,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,29
0.471,1.438,0.446,1.496,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,30
0.476,1.434,0.469,1.453,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,31
0.486,1.4,0.448,1.499,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,32
0.512,1.382,0.45,1.457,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,33
0.501,1.382,0.426,1.584,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,34
0.527,1.354,0.394,1.645,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,35
0.511,1.359,0.449,1.601,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,36
0.512,1.334,0.359,1.866,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,37
0.528,1.32,0.477,1.481,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,38
0.533,1.312,0.411,1.667,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,39
0.544,1.274,0.503,1.424,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,40
0.554,1.276,0.465,1.498,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,41
0.546,1.266,0.467,1.53,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,42
0.569,1.23,0.481,1.479,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,43
0.556,1.229,0.483,1.511,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,44
0.563,1.217,0.47,1.585,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,45
0.575,1.168,0.437,1.598,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,46
0.59,1.168,0.469,1.588,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,47
0.591,1.143,0.476,1.684,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,48
0.583,1.151,0.447,1.658,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,49
0.594,1.146,0.492,1.514,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.475,50
0.124,2.283,0.143,2.241,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,1
0.208,2.154,0.198,2.154,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,2
0.243,2.05,0.247,2.064,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,3
0.261,1.974,0.206,2.108,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,4
0.283,1.908,0.334,1.857,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,5
0.334,1.831,0.279,2.024,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,6
0.351,1.786,0.361,1.762,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,7
0.362,1.753,0.292,2.04,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,8
0.364,1.717,0.356,1.774,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,9
0.386,1.679,0.33,1.891,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,10
0.397,1.643,0.381,1.608,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,11
0.414,1.616,0.382,1.732,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,12
0.427,1.573,0.407,1.587,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,13
0.434,1.565,0.42,1.574,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,14
0.449,1.528,0.411,1.59,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,15
0.465,1.504,0.452,1.495,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,16
0.458,1.49,0.441,1.488,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,17
0.47,1.458,0.459,1.491,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,18
0.479,1.442,0.443,1.533,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,19
0.5,1.4,0.474,1.473,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,20
0.504,1.385,0.441,1.515,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,21
0.513,1.355,0.449,1.488,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,22
0.507,1.339,0.292,2.435,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,23
0.527,1.341,0.484,1.5,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,24
0.536,1.302,0.46,1.547,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,25
0.543,1.284,0.485,1.421,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,26
0.551,1.261,0.489,1.398,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,27
0.556,1.256,0.45,1.611,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,28
0.575,1.217,0.489,1.422,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,29
0.564,1.206,0.502,1.393,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,30
0.565,1.199,0.487,1.477,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,31
0.58,1.178,0.486,1.445,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,32
0.595,1.164,0.471,1.507,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,33
0.6,1.109,0.419,1.825,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,34
0.595,1.135,0.506,1.467,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,35
0.608,1.108,0.489,1.433,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,36
0.609,1.096,0.497,1.474,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,37
0.609,1.066,0.5,1.532,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,38
0.634,1.041,0.474,1.542,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,39
0.634,1.038,0.494,1.51,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,40
0.639,1.028,0.497,1.498,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,41
0.654,0.972,0.495,1.591,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,42
0.648,0.998,0.494,1.399,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,43
0.656,0.976,0.47,1.698,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,44
0.648,0.977,0.462,1.786,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,45
0.666,0.94,0.508,1.494,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,46
0.661,0.954,0.489,1.655,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,47
0.676,0.921,0.48,1.576,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,48
0.674,0.919,0.529,1.441,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,49
0.687,0.89,0.5,1.56,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.472,50
0.141,2.283,0.21,2.147,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,1
0.199,2.161,0.204,2.081,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,2
0.231,2.076,0.251,2.068,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,3
0.261,1.987,0.219,2.123,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,4
0.283,1.909,0.296,1.846,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,5
0.316,1.858,0.338,1.776,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,6
0.34,1.803,0.327,1.802,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,7
0.36,1.761,0.356,1.708,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,8
0.378,1.72,0.405,1.631,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,9
0.384,1.671,0.386,1.66,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,10
0.41,1.641,0.364,1.796,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,11
0.418,1.612,0.362,1.812,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,12
0.425,1.574,0.419,1.565,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,13
0.441,1.54,0.443,1.549,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,14
0.434,1.534,0.434,1.522,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,15
0.465,1.501,0.416,1.596,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,16
0.469,1.463,0.452,1.527,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,17
0.473,1.461,0.45,1.477,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,18
0.488,1.416,0.476,1.467,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,19
0.495,1.393,0.447,1.527,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,20
0.507,1.376,0.395,1.779,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,21
0.523,1.354,0.465,1.502,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,22
0.538,1.315,0.471,1.494,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,23
0.544,1.297,0.46,1.531,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,24
0.547,1.271,0.485,1.466,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,25
0.546,1.262,0.48,1.519,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,26
0.554,1.257,0.476,1.5,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,27
0.558,1.237,0.446,1.644,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,28
0.576,1.203,0.497,1.424,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,29
0.559,1.212,0.508,1.424,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,30
0.581,1.149,0.487,1.456,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,31
0.601,1.131,0.495,1.459,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,32
0.608,1.116,0.506,1.413,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,33
0.599,1.121,0.494,1.467,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,34
0.619,1.086,0.5,1.534,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,35
0.609,1.084,0.488,1.539,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,36
0.632,1.043,0.494,1.504,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,37
0.635,1.03,0.497,1.408,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,38
0.63,1.029,0.504,1.453,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,39
0.642,1.004,0.527,1.388,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,40
0.651,0.988,0.516,1.507,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,41
0.646,0.984,0.512,1.434,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,42
0.649,0.969,0.527,1.459,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,43
0.664,0.954,0.497,1.671,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,44
0.676,0.934,0.5,1.535,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,45
0.67,0.944,0.506,1.474,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,46
0.673,0.905,0.537,1.485,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,47
0.67,0.918,0.522,1.442,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,48
0.675,0.9,0.525,1.546,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,49
0.689,0.877,0.514,1.431,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.459,50
0.131,2.291,0.189,2.193,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.469,1
0.181,2.191,0.204,2.113,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.469,2
0.23,2.08,0.306,2.017,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.469,3
0.271,1.983,0.321,1.878,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.469,4
0.29,1.901,0.349,1.736,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.469,5
0.327,1.839,0.36,1.862,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.469,6
0.334,1.814,0.421,1.687,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.469,7
0.352,1.759,0.317,2.018,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.469,8
0.37,1.723,0.37,1.767,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.469,9
0.379,1.701,0.396,1.611,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.469,10
